Date,AAPL,ABBV,BAC,CAT,COP,COST,CVX,EOG,GE,GOOGL,GS,HON,JNJ,JPM,KO,LLY,MA,MCD,MRK,MSFT,NVDA,ORCL,PEP,PFE,RTX,SLB,UNP,V,WMT,XOM
2015-01-16,23.453523635864258,40.86794662475586,12.07269287109375,63.51852035522461,43.533416748046875,112.2961196899414,64.33284759521484,65.05809020996094,96.30216217041016,25.298669815063477,141.18658447265625,72.90176391601562,75.76136016845703,41.2308349609375,29.66226577758789,57.789283752441406,78.1159896850586,68.47962951660156,42.11137390136719,39.240455627441406,0.47834891080856323,36.634666442871094,68.59228515625,18.930959701538086,55.88861083984375,59.05703353881836,86.5165023803711,58.76693344116211,23.36178207397461,56.092872619628906
2015-01-20,24.057626724243164,40.17775344848633,11.978498458862305,63.60183334350586,43.60933303833008,112.02283477783203,65.1590576171875,64.35212707519531,97.3635482788086,25.272899627685547,139.9119415283203,73.4658432006836,73.75884246826172,41.06865692138672,30.10165023803711,58.8930778503418,78.54479217529297,67.9631576538086,41.83076095581055,39.367759704589844,0.4797869324684143,36.963035583496094,68.74739837646484,19.104106903076172,56.55262756347656,58.43981170654297,88.10149383544922,59.20257568359375,23.340246200561523,56.07440948486328
2015-01-21,24.241283416748047,39.70283508300781,12.096245765686035,64.66224670410156,44.5410041809082,111.8299789428711,66.19332885742188,65.22379302978516,98.13920593261719,25.790807723999023,141.12277221679688,73.66626739501953,74.20303344726562,41.201351165771484,30.241146087646484,59.06476593017578,78.04142761230469,67.61885833740234,41.53010940551758,38.96888732910156,0.486497163772583,36.61782455444336,68.6697998046875,18.83861541748047,57.27440643310547,59.69602584838867,88.44940948486328,59.30400085449219,23.326778411865234,56.554588317871094
2015-01-22,24.871938705444336,39.8801383972168,12.630017280578613,65.76053619384766,45.06550598144531,113.5418930053711,66.658447265625,65.0941162109375,99.11897277832031,26.628877639770508,145.01832580566406,73.7701416015625,75.5574722290039,42.45457077026367,30.53407096862793,59.24462890625,78.65662384033203,68.03053283691406,41.8173942565918,39.99573516845703,0.4948849678039551,37.08933639526367,69.72737121582031,18.936735153198242,57.95769119262695,59.64520263671875,92.64769744873047,59.37775802612305,23.773712158203125,57.17018127441406
2015-01-23,25.00027847290039,39.531864166259766,12.347432136535645,64.84402465820312,44.61692810058594,114.16880798339844,65.39161682128906,65.40387725830078,99.9354248046875,26.859333038330078,143.78353881835938,76.07852935791016,74.42147827148438,41.78373336791992,30.206270217895508,58.974815368652344,78.66598510742188,67.03501892089844,41.75059127807617,40.03816604614258,0.49632298946380615,37.207210540771484,69.46647644042969,18.72895050048828,57.731536865234375,59.54351806640625,92.84867858886719,59.53681564331055,23.830251693725586,55.9513053894043
2015-01-26,25.026836395263672,39.78516387939453,12.441625595092773,65.16215515136719,45.42436218261719,114.8599853515625,66.63394927978516,66.5132827758789,100.3844985961914,26.60013198852539,143.727783203125,75.6257553100586,74.46517181396484,41.85008239746094,29.99005699157715,58.95846939086914,77.92955017089844,67.86585235595703,41.971073150634766,39.89390182495117,0.49416616559028625,36.963035583496094,69.57929992675781,18.930959701538086,57.139652252197266,60.763450622558594,93.80741882324219,59.13113784790039,23.86256217956543,56.48685836791992
2015-01-27,24.150562286376953,39.95613098144531,12.268930435180664,60.48116683959961,45.23114013671875,113.31684112548828,66.2545166015625,66.99590301513672,99.5272216796875,25.830455780029297,140.59707641601562,74.89095306396484,74.3414077758789,41.429893493652344,29.56462287902832,58.64778518676758,76.22368621826172,67.04254150390625,41.797367095947266,36.202369689941406,0.4704403877258301,36.54204559326172,68.19037628173828,18.815528869628906,57.336952209472656,61.39518356323242,93.44401550292969,57.85414123535156,23.566394805908203,55.98823165893555
2015-01-28,25.515869140625,39.16460037231445,11.931404113769531,60.602394104003906,43.1883544921875,112.21574401855469,63.46992111206055,63.4660530090332,97.32274627685547,25.396303176879883,137.8566436767578,74.08934020996094,73.89718627929688,40.36096954345703,29.236827850341797,58.02639389038086,75.2635269165039,66.45118713378906,41.05574417114258,34.954891204833984,0.4627714157104492,35.94423294067383,67.48535919189453,18.440366744995117,56.259117126464844,58.6358642578125,92.12194061279297,56.78689956665039,23.375244140625,54.141441345214844
2015-01-29,26.310253143310547,39.96879196166992,12.111944198608398,60.59481430053711,43.353973388671875,113.03558349609375,63.035423278808594,64.04955291748047,98.30252075195312,25.435956954956055,140.19874572753906,74.3490982055664,74.55256652832031,41.03916931152344,29.36236572265625,58.95846939086914,75.86014556884766,69.81195831298828,41.483341217041016,35.650760650634766,0.4740350842475891,36.08737564086914,67.70393371582031,18.371110916137695,56.03295135498047,59.470924377441406,92.84867858886719,57.16493225097656,23.617551803588867,53.91366195678711
2015-01-30,25.92522621154785,38.21476745605469,11.8921537399292,60.57209777832031,43.46440124511719,114.92430114746094,62.747798919677734,64.13599395751953,97.52684020996094,26.641267776489258,137.34677124023438,72.56033325195312,72.92141723632812,40.08820343017578,28.7137393951416,58.868534088134766,76.46604919433594,69.1906967163086,40.2740364074707,34.284461975097656,0.46013522148132324,35.270652770996094,66.11763000488281,18.036359786987305,55.22940444946289,59.826717376708984,90.62197875976562,58.75771713256836,22.87984275817871,53.815181732177734
2015-02-02,26.25050926208496,38.436397552490234,12.135494232177734,61.23106002807617,45.38984680175781,117.34347534179688,64.90814971923828,66.65013122558594,98.83321380615234,26.376115798950195,139.80039978027344,74.05223846435547,73.42387390136719,40.89174270629883,29.006664276123047,58.615089416503906,77.35161590576172,69.24308013916016,40.67491912841797,35.031272888183594,0.47020062804222107,35.93580627441406,67.21040344238281,18.267221450805664,56.095523834228516,61.460540771484375,92.01367950439453,58.856815338134766,23.076385498046875,55.14487838745117
2015-02-03,26.254941940307617,39.0379524230957,12.473024368286133,63.563968658447266,46.74941635131836,123.57233428955078,67.03174591064453,69.38040161132812,99.89462280273438,26.430631637573242,143.58438110351562,75.16556549072266,74.61084747314453,41.81322479248047,29.034568786621094,57.96096420288086,78.12533569335938,70.29844665527344,40.76844787597656,35.30282211303711,0.48194366693496704,36.23893356323242,67.82378387451172,18.48076820373535,57.207035064697266,63.232330322265625,94.16307067871094,59.88257598876953,23.205617904663086,56.78849411010742
2015-02-04,26.456296920776367,36.0364990234375,12.394529342651367,62.071815490722656,45.45888900756836,125.31641387939453,66.30958557128906,68.57360076904297,98.62908172607422,26.073801040649414,142.42127990722656,74.77961730957031,73.80979919433594,41.562583923339844,29.069429397583008,57.41316223144531,78.47022247314453,70.39578247070312,39.45225143432617,35.50649642944336,0.4831419885158539,35.7169075012207,68.10580444335938,18.67291831970215,56.67774963378906,61.39518356323242,93.11930847167969,61.05814743041992,23.329471588134766,56.30219650268555
